Month,Adj Close,Close,High,Low,Open,Volume
,^GSPTSE,^GSPTSE,^GSPTSE,^GSPTSE,^GSPTSE,^GSPTSE
2024-03-31,21846.43486328125,21846.43486328125,21916.15986328125,21769.76982421875,21815.069921875,246817440.0
2024-04-30,21973.340909090908,21973.340909090908,22074.577059659092,21869.13165838068,21992.80450994318,222519259.0909091
2024-05-31,22216.350053267044,22216.350053267044,22291.886363636364,22119.413618607956,22193.141068892044,224569259.0909091
2024-06-30,21841.6650390625,21841.6650390625,21924.64501953125,21750.9001953125,21848.02021484375,247936205.0
2024-07-31,22577.109019886364,22577.109019886364,22650.713600852272,22466.840731534092,22531.022549715908,194937763.63636363
2024-08-31,22815.299851190477,22815.299851190477,22912.79529389881,22688.75223214286,22807.20470610119,230751866.66666666
2024-09-30,23529.4099609375,23529.4099609375,23619.475,23418.8248046875,23513.75986328125,285634920.0
2024-10-31,24393.122602982956,24393.122602982956,24456.413707386364,24279.118252840908,24376.686434659092,215401995.45454547
2024-11-30,25006.581008184523,25006.581008184523,25062.847563244046,24884.918898809523,24945.799944196428,234514576.19047618
2024-12-31,25187.447368421053,25187.447368421053,25312.152652138157,25095.431435032893,25224.015830592107,260432905.2631579
